slug,layer,total,ai_in_loop,authority,mutation_by_ai,articulation,score_type,rationale
preso-ai,H2,7.5,7,7,8,8,,"Local-first studio where prompts/docs become a deck graph on a fixed canvas; direct manipulation shares the same element model as generation, and natural-language remix works at element/slide scope on existing decks. Undoable state and IndexedDB persistence make the deck graph a durable revision authority; exports are downstream materializations."
prism-prompt-to-ui,H2,8.1,9,8,8,7,,"Specialist agent pipeline (planner/art-director/composer/choreographer/critic) with RAG converges on a validated Scene IR (palette, camera, lights, motion) and regenerate-scene replaces only a targeted scene with stable identity, revalidating the whole document. IR owns design intent and compiles to a Next.js project, but stays in client memory without a durable project DB or version graph."
product-diagram-copilot,H2,6.2,7,7,3,8,,Generator service (Ollama/OpenAI-compatible) produces typed diagram specs rendered by Mermaid/draw.io; artifact records live in the database with MinIO storage independent of any inference request. No evidenced AI mutation of stored specs or bidirectional sync back from draw.io caps mutation; artifacts are durable and separately editable.
program-ui,H2,3.9,4,4,2,6,,Closed product with a partially shipped surface (token-bound demo components copied into Figma) while its broader agent generation is waitlisted and unpublished; token sharing between code/agents is claimed but not evidenced. Low scores for current-model-loop and AI mutation; the token model and exportable components are a durable-ish design-system authority.
project-threejs-ai,H2,3.4,6,3,1,3,,"Historical tutorial where DALL-E turns a prompt into a raster decal that the user applies to a fixed shirt scene with color/logo choices; the model call takes one bounded design decision. Scene state is runtime-only — the final canvas downloads but nothing persists as an editable project, and AI never edits existing work."
prompt-to-app-pradeep,H2,6.2,8,7,5,4,,"Client-side generator: prompt OpenAI for a target-specific file set, parse file blocks into Monaco tabs, preview web output and ZIP-download. Conversational context and regeneration can replace/add source, but files live in component state with no project database, durable version model or refresh recovery (browser-side API key too)."
prompt-to-design,H1,7.5,8,7,7,8,,"Figma-embedded assistant from Superun with bounded operations — Kick Start, Style Transfer, Region Design, Smart Fill, element modification, frame redesign — whose import step materializes native editable frames/Auto Layout/layers. Closed implementation leaves node-mapping and preservation mechanics undisclosed, but AI clearly modifies existing layout work and results land in the durable Figma file."
prompt-to-ui-sanyam,H2,7.7,8,7,7,9,,"Local multi-model workspace whose canonical artifact is a typed UISchema tree; streaming generation accepts existing-project context and an optional focus node, enabling bounded mutation of an existing graph, and export walks the tree to static bundles. DB schema holds projects/screens/variants/prototypes/version snapshots with full-project restore — excellent durable articulation."
prompt-to-website-padala,H2,5.2,7,7,2,4,,"Streamlit app that calls Gemini Flash and parses one response into distinct HTML/CSS/JS channels retained in the session, previewed and downloadable separately. No correction or revision protocol — another prompt creates another session result — so mutation is nil and persistence beyond the session is absent."
prompt-ui-ayesha-mahek,H2,5.0,7,7,2,3,,"Minimal prompt-to-HTML workspace: FastAPI sends the prompt to an OpenAI chat model under a frontend-only instruction and the returned string is shown as code plus iframe.srcdoc. No graph, patch protocol or server-side project record; a new prompt replaces the string and copy-to-clipboard is the only delivery path."
prompt2cad,H2,7.6,8,8,7,7,,"Closed product whose named agent loop clarifies constraints, plans parts, builds parametric geometry, renders multiple views, reads its geometry code, diagnoses defects and repeats the build; stable IDs derive part lists to exports (STEP/DXF/STL/etc.). Human sliders refine the same model; kernel, versioning and identifier survival across exports are undisclosed, capping articulation."
prompt2site-jay,H2,5.6,7,7,2,6,,Backend asks OpenRouter for labeled HTML/CSS/JS blocks parsed into a structured response; authenticated projects store the three layers with a seven-day Mongo TTL and reassemble them for iframe preview and ZIP download. No intra-project snapshots or AI-driven revision path; storage is durable but deliberately expiring.
prompt2ui-sully,H2,7.2,8,8,7,5,,"Claude streams a tagged artifact under a full-content replacement contract into a live workspace; model creates the React component. The model rewrites the artifact content (replacement), and manual edits are re-evaluated. Authority is real but session-scoped: no database, file export, version graph or reopen path."
