slug,total,authority,mutation,artifact,human_loop,delivery,rationale
ai-website-builder-lab1207,5.6,7,5,5,6,5,"Google GenAI 'streams generation and follow-up changes' into a separated virtual file set in browser state, and imported files 'enter the same graph as generated ones', so AI authors and revises the artifact. There is no backend persistence layer ('does not claim a backend persistence layer'), durable versions and hosted deployment are absent, and copy/export act on the in-memory graph, capping artifact and delivery."
hascode-ui,6.8,7,8,8,6,5,"OpenAI/Anthropic generation creates a component plus its initial revision, and later changes are 'anchored to the existing code instead of asking for an unrelated replacement', with revisions persisted and forkable into new identities - a genuine branch choice. Prisma schema persists components and revisions, and preview is 'compiled from stored source' downstream of the DB; the code tab is read-only so correction returns through chat, and no export path is evidenced (delivery capped)."
dcc-mcp-substance3d-designer,4.8,4,4,6,5,5,"This adapter embeds an MCP server in Substance 3D Designer so an agent can 'create a rendered procedural PBR material package' through the real Designer session and render path - genuine native-material creation and delivery. It is a bridge/adapter with a 'narrow but complete' surface (inspect + create one material pass), so it does not author broad design nor iterate over multiple edits, keeping authority/mutation and delivery modest."
hycanvas,6.8,5,6,9,6,8,"HyCanvas is a full visual platform where 'AI output enters the same document system rather than becoming the only source', the native HYC graph is directly editable, and persistence includes 'repository writes, CRDT branches, history updates' plus a portable .hyc export for cross-instance recovery. AI is a workspace-scoped BYOK layer over a human-driven document engine, so authority is moderate; the render/export pipeline (PNG/PDF/video/document projections and export API) gives strong delivery."
agent-mesh-sre,3.2,2,2,5,3,4,"The builder stores agents/topic edges as portable JSON in localStorage edited via React Flow, so the design is a durable-but-client-side artifact, but the user manually draws the mesh and AI does not generate or mutate it. Deployment is a demonstration handoff that 'does not establish a general importer' for arbitrary builder JSON, so the canvas is a coordination artifact rather than cluster authority."
milestone-designer,6.2,7,5,7,6,6,"A UX architect agent converts the brief into a plan and 'a bounded group of wireframers produces screens' written as committed spec.md and HTML under an artifact contract, so AI authors the design deliverables; the 'review step cannot be skipped', keeping human review authoritative. Iteration is workflow re-runs rather than direct AI edits of one artifact, and DesignSync is one-way, capping mutation."
designflow-ai,6.2,7,6,6,6,6,"Model output is 'parsed into the same element graph used by direct canvas controls', so AI-generated frames/text/images become natively selectable/editable objects in the Redux canvas graph with a shared undo/redo stack - real AI-to-canvas mutation. Undo/redo is in-memory with 'no durable project database', HandoffPanel exports React TSX/CSS from the graph, and security/robustness are prototype-grade, capping artifact and delivery."
ai-website-builder-ratna,5.6,7,4,6,5,6,"Gemini returns a path-keyed files map that Convex persists alongside messages so the workspace can be reopened, and the result is projected in Sandpack with JSZip export - a real generated-file artifact with recovery. Every user message triggers 'whole-bundle regeneration rather than target-level DOM correction', manual Sandpack edits stay local, and there is no element-to-source mapping or commit graph, capping mutation."
prompt-ui-ayesha-mahek,4.0,7,1,2,6,4,"The FastAPI endpoint asks GPT for HTML/CSS-only output and the client shows the returned string as code and an iframe, so AI authors the page in one pass. There is 'no intermediary component graph, model-driven patch protocol or server-side project record' - a new prompt replaces the result and copy-to-clipboard is the only delivery path - so mutation, artifact and delivery are minimal."
chordio-px-bench,4.2,2,3,6,5,5,"PX-bench is an evaluation product: it places a customer's coding agent in held-out host apps and 'run[s] and score[s]' product experience, producing run evidence and a scored report tied to the modified app - an evidence-producing verification operation, not a design author (low authority per bridge/verification rule). The benchmark run evidence and scored report are durable artifacts with automated rubrics and explicit versioning, but private scenario corpus and scorer implementation are not exposed (architecture-level evidence only)."
