slug,product,tier,reason
wzrdflow,WZRDFLOW,other,real node-graph generative-media tool with pinned source and Supabase persistence
x-fluxagent,X-FluxAgent,other,real ComfyUI extension with pinned source making AI modules native graph nodes
xca-agent,XCA Agent,other,real persisted planner/scaffolder pipeline with pinned source despite stubbed preview
xsharko-ai,XSharko AI,other,real single-document builder with pinned source and MongoDB authority
yank-note,Yank Note,other,established Markdown editor with pinned source and official AI copilot extension
yellow-machine,Yellow Machine,other,real component builder with pinned source and save-to-gallery authority
youware,YouWare,depth,规则: v2≥8.5 或 H1 商业产品 v2≥7.5
yuv-ai-creative-skills,YUV.AI Creative Skills,other,"routed creative stack bound to shared brand authority, pinned source"
yuzudraw,YuzuDraw,other,real native macOS text-native diagram app with pinned source and agent /draw path
zaptrace,ZapTrace,other,real EDA kernel with pinned source and proof-pack verification artifacts
zcad,zCAD / Zixel 3D CAD,other,"closed-source CAD, architecture-level from docs only with kernel internally undisclosed"
zephyr-framework,Zephyr Framework,other,"real component/runtime substrate with Agent API, MCP/WebMCP/A2UI and tests"
zero-build-slides,Zero-Build Slides,other,real minimal slide framework with pinned source and deterministic agent-readable renderer
zeronode,ZeroNode,other,real knowledge-canvas workspace with pinned source and separated generation/similarity roles
zigma,Zigma,other,historical parked product with only launch-account evidence and no source or schema located
zinloop,Zinloop,other,"closed architecture canvas, architecture-level from product docs with internals undisclosed"
zoea,Zoea,depth,规则: v2≥8.5 或 H1 商业产品 v2≥7.5
zukai,Zukai,other,real file-first canvas with pinned source and four documented MCP/agent edges
